ticker,fiscal_year,statement_type,item_id,item_name_vi,item_name_en,raw_value,currency,value_vnd,audit_status,collected_at,sign_rule_x,value_processor,value_status,sign_rule_y
BMP,2022,balance_sheet,bsa23,TÀI SẢN DÀI HẠN,LONG-TERM ASSETS,829645000000.0,VND,829645000000.0,audited,7/27/2026,always_positive,829645000000.0,reported,always_positive
BMP,2022,balance_sheet,bsa24,Phải thu dài hạn,Long-term trade receivables,20000000000.0,VND,20000000000.0,audited,7/27/2026,always_positive,20000000000.0,reported,always_positive
BMP,2022,balance_sheet,bsa25,Phải thu khách hàng dài hạn,Long-term trade receivables from customers,0.0,VND,0.0,audited,7/27/2026,always_positive,0.0,zero_reported,always_positive
BMP,2022,balance_sheet,bsa26,Phải thu nội bộ dài hạn,Long-term intercompany receivables,0.0,VND,0.0,audited,7/27/2026,always_positive,0.0,zero_reported,always_positive
BMP,2022,balance_sheet,bsa27,Phải thu dài hạn khác,Other long-term receivables,0.0,VND,0.0,audited,7/27/2026,always_positive,0.0,zero_reported,always_positive
BMP,2022,balance_sheet,bsa28,Dự phòng phải thu dài hạn,Provision for doubtful LT receivable,0.0,VND,0.0,audited,7/27/2026,always_positive,0.0,zero_reported,always_positive
BMP,2022,balance_sheet,bsa29,Tài sản cố định,Fixed assets,367746000000.0,VND,367746000000.0,audited,7/27/2026,always_positive,367746000000.0,reported,always_positive
BMP,2022,balance_sheet,bsa3,Tiền,Cash,46972233870.0,VND,46972233870.0,audited,7/27/2026,always_positive,46972233870.0,reported,always_positive
BMP,2022,balance_sheet,bsa30,GTCL TSCĐ hữu hình,Tangible fixed assets,360549000000.0,VND,360549000000.0,audited,7/27/2026,always_positive,360549000000.0,reported,always_positive
BMP,2022,balance_sheet,bsa31,Nguyên giá TSCĐ hữu hình,Cost,2035660000000.0,VND,2035660000000.0,audited,7/27/2026,always_positive,2035660000000.0,reported,always_positive
BMP,2022,balance_sheet,bsa32,Khấu hao lũy kế TSCĐ hữu hình,Accumulated depreciation,-1675110000000.0,VND,-1675110000000.0,audited,7/27/2026,contra_asset,-1675110000000.0,reported,contra_asset
BMP,2022,balance_sheet,bsa33,GTCL tài sản thuê tài chính,Finance lease assets,0.0,VND,0.0,audited,7/27/2026,always_positive,0.0,zero_reported,always_positive
BMP,2022,balance_sheet,bsa34,Nguyên giá tài sản thuê tài chính,Cost,0.0,VND,0.0,audited,7/27/2026,always_positive,0.0,zero_reported,always_positive
BMP,2022,balance_sheet,bsa35,Khấu hao lũy kế tài sản thuê tài chính,Accumulated depreciation,0.0,VND,0.0,audited,7/27/2026,contra_asset,0.0,zero_reported,contra_asset
BMP,2022,balance_sheet,bsa36,GTCL tài sản cố định vô hình,Intangible fixed assets,7197417490.0,VND,7197417490.0,audited,7/27/2026,always_positive,7197417490.0,reported,always_positive
BMP,2022,balance_sheet,bsa37,Nguyên giá TSCĐ vô hình,Cost,38620263278.0,VND,38620263278.0,audited,7/27/2026,always_positive,38620263278.0,reported,always_positive
BMP,2022,balance_sheet,bsa38,Khấu hao lũy kế TSCĐ vô hình,Accumulated depreciation,-31422845788.0,VND,-31422845788.0,audited,7/27/2026,contra_asset,-31422845788.0,reported,contra_asset
BMP,2022,balance_sheet,bsa39,Xây dựng cơ bản đang dang dở (trước 2015),Construction in progress (before 2015),0.0,VND,0.0,audited,7/27/2026,always_positive,0.0,zero_reported,always_positive
BMP,2022,balance_sheet,bsa4,Các khoản tương đương tiền,Cash equivalents,311600000000.0,VND,311600000000.0,audited,7/27/2026,always_positive,311600000000.0,reported,always_positive
BMP,2022,balance_sheet,bsa40,Giá trị ròng tài sản đầu tư,Investment properties,0.0,VND,0.0,audited,7/27/2026,always_positive,0.0,zero_reported,always_positive
BMP,2022,balance_sheet,bsa41,Nguyên giá tài sản đầu tư,Cost,0.0,VND,0.0,audited,7/27/2026,always_positive,0.0,zero_reported,always_positive
BMP,2022,balance_sheet,bsa42,Khấu hao lũy kế tài sản đầu tư,Accumulated depreciation,0.0,VND,0.0,audited,7/27/2026,contra_asset,0.0,zero_reported,contra_asset
BMP,2022,balance_sheet,bsa43,Đầu tư dài hạn,Long-term investments,66415601903.0,VND,66415601903.0,audited,7/27/2026,always_positive,66415601903.0,reported,always_positive
BMP,2022,balance_sheet,bsa44,Đầu tư vào các công ty con,Investments in subsidiaries,0.0,VND,0.0,audited,7/27/2026,always_positive,0.0,zero_reported,always_positive
BMP,2022,balance_sheet,bsa45,Đầu tư vào các công ty liên kết,Investments in associates,64415601903.0,VND,64415601903.0,audited,7/27/2026,always_positive,64415601903.0,reported,always_positive
BMP,2022,balance_sheet,bsa46,Đầu tư dài hạn khác,Other long-term investments,4000000000.0,VND,4000000000.0,audited,7/27/2026,always_positive,4000000000.0,reported,always_positive
BMP,2022,balance_sheet,bsa47,Dự phòng giảm giá đầu tư dài hạn,Provision for long-term investments,-2000000000.0,VND,-2000000000.0,audited,7/27/2026,contra_asset,-2000000000.0,reported,contra_asset
BMP,2022,balance_sheet,bsa48,Lợi thế thương mại (trước 2015),Goodwill (before 2015),0.0,VND,0.0,audited,7/27/2026,always_positive,0.0,zero_reported,always_positive
BMP,2022,balance_sheet,bsa49,Tài sản dài hạn khác,Other long-term assets,350412000000.0,VND,350412000000.0,audited,7/27/2026,always_positive,350412000000.0,reported,always_positive
BMP,2022,balance_sheet,bsa5,Đầu tư ngắn hạn,Short-term investments,965000000000.0,VND,965000000000.0,audited,7/27/2026,always_positive,965000000000.0,reported,always_positive
BMP,2022,balance_sheet,bsa50,Trả trước dài hạn,Long-term prepayments,306881000000.0,VND,306881000000.0,audited,7/27/2026,always_positive,306881000000.0,reported,always_positive
BMP,2022,balance_sheet,bsa51,Thuế thu nhập hoãn lại,Deferred income tax assets,5897498732.0,VND,5897498732.0,audited,7/27/2026,always_positive,5897498732.0,reported,always_positive
BMP,2022,balance_sheet,bsa52,Các tài sản dài hạn khác,Other long-term assets,0.0,VND,0.0,audited,7/27/2026,always_positive,0.0,zero_reported,always_positive
BMP,2022,balance_sheet,bsa53,TỔNG CỘNG TÀI SẢN,Total Assets,3044790000000.0,VND,3044790000000.0,audited,7/27/2026,always_positive,3044790000000.0,reported,always_positive
BMP,2022,balance_sheet,bsa54,NỢ PHẢI TRẢ,Liabilities,423473000000.0,VND,423473000000.0,audited,7/27/2026,always_positive,423473000000.0,reported,always_positive
BMP,2022,balance_sheet,bsa55,Nợ ngắn hạn,Current liabilities,403473000000.0,VND,403473000000.0,audited,7/27/2026,always_positive,403473000000.0,reported,always_positive
BMP,2022,balance_sheet,bsa56,Vay ngắn hạn,Short-term borrowings,55160000000.0,VND,55160000000.0,audited,7/27/2026,always_positive,55160000000.0,reported,always_positive
BMP,2022,balance_sheet,bsa57,Phải trả người bán,Trade accounts payable,91380423299.0,VND,91380423299.0,audited,7/27/2026,always_positive,91380423299.0,reported,always_positive
BMP,2022,balance_sheet,bsa58,Người mua trả tiền trước,Advances from customers,3396601604.0,VND,3396601604.0,audited,7/27/2026,always_positive,3396601604.0,reported,always_positive
BMP,2022,balance_sheet,bsa59,Thuế và các khoản phải trả Nhà nước,Taxes and other payable to State Budget,65241129584.0,VND,65241129584.0,audited,7/27/2026,always_positive,65241129584.0,reported,always_positive
BMP,2022,balance_sheet,bsa6,Đầu tư ngắn hạn,Short-term investments,0.0,VND,0.0,audited,7/27/2026,always_positive,0.0,zero_reported,always_positive
BMP,2022,balance_sheet,bsa60,Phải trả người lao động,Payable to employees,84007032449.0,VND,84007032449.0,audited,7/27/2026,always_positive,84007032449.0,reported,always_positive
BMP,2022,balance_sheet,bsa61,Chi phí phải trả,Accrued expenses,101471000000.0,VND,101471000000.0,audited,7/27/2026,always_positive,101471000000.0,reported,always_positive
BMP,2022,balance_sheet,bsa62,Phải trả nội bộ,Intercompany payables,0.0,VND,0.0,audited,7/27/2026,always_positive,0.0,zero_reported,always_positive
BMP,2022,balance_sheet,bsa63,Phải trả về xây dựng cơ bản,Construction contract in progress payables,0.0,VND,0.0,audited,7/27/2026,always_positive,0.0,zero_reported,always_positive
BMP,2022,balance_sheet,bsa64,Phải trả khác,Other payables,2817245885.0,VND,2817245885.0,audited,7/27/2026,always_positive,2817245885.0,reported,always_positive
BMP,2022,balance_sheet,bsa65,Dự phòng các khoản phải trả ngắn hạn,Provision for ST liabilities,0.0,VND,0.0,audited,7/27/2026,always_positive,0.0,zero_reported,always_positive
BMP,2022,balance_sheet,bsa66,"Quỹ khen thưởng, phúc lợi",Bonus and welfare funds,0.0,VND,0.0,audited,7/27/2026,always_positive,0.0,zero_reported,always_positive
BMP,2022,balance_sheet,bsa67,Nợ dài hạn,Long-term liabilities,20000360583.0,VND,20000360583.0,audited,7/27/2026,always_positive,20000360583.0,reported,always_positive
BMP,2022,balance_sheet,bsa68,Phải trả nhà cung cấp dài hạn,Long-term trade payables,0.0,VND,0.0,audited,7/27/2026,always_positive,0.0,zero_reported,always_positive
BMP,2022,balance_sheet,bsa69,Phải trả nội bộ dài hạn,Long-term intercompany payables,0.0,VND,0.0,audited,7/27/2026,always_positive,0.0,zero_reported,always_positive
BMP,2022,balance_sheet,bsa7,Dự phòng giảm giá,Provision for diminution,0.0,VND,0.0,audited,7/27/2026,contra_asset,0.0,zero_reported,contra_asset
BMP,2022,balance_sheet,bsa70,Phải trả dài hạn khác,Other long-term payables,0.0,VND,0.0,audited,7/27/2026,always_positive,0.0,zero_reported,always_positive
BMP,2022,balance_sheet,bsa71,Vay dài hạn,Long-term borrowings,0.0,VND,0.0,audited,7/27/2026,always_positive,0.0,zero_reported,always_positive
BMP,2022,balance_sheet,bsa72,Thuế thu nhập hoãn lại,Deferred income tax liabilities,0.0,VND,0.0,audited,7/27/2026,always_positive,0.0,zero_reported,always_positive
BMP,2022,balance_sheet,bsa73,Dự phòng trợ cấp thôi việc,Provision for severance allowances,0.0,VND,0.0,audited,7/27/2026,always_positive,0.0,zero_reported,always_positive
BMP,2022,balance_sheet,bsa74,Dự phòng các khoản nợ dài hạn,Provision for long-term liabilities,20000360583.0,VND,20000360583.0,audited,7/27/2026,always_positive,20000360583.0,reported,always_positive
BMP,2022,balance_sheet,bsa76,Doanh thu chưa thực hiện,Deferred revenue,0.0,VND,0.0,audited,7/27/2026,always_positive,0.0,zero_reported,always_positive
BMP,2022,balance_sheet,bsa77,Quỹ phát triển khoa học công nghệ,Technology-science development fund,0.0,VND,0.0,audited,7/27/2026,always_positive,0.0,zero_reported,always_positive
BMP,2022,balance_sheet,bsa78,Vốn chủ sở hữu,Owner's Equity,2621320000000.0,VND,2621320000000.0,audited,7/27/2026,signed,2621320000000.0,reported,signed
BMP,2022,balance_sheet,bsa79,Vốn và các quỹ,Capital and reserves,2621320000000.0,VND,2621320000000.0,audited,7/27/2026,always_positive,2621320000000.0,reported,always_positive
BMP,2022,balance_sheet,bsa8,Các khoản phải thu,Accounts receivable,278727000000.0,VND,278727000000.0,audited,7/27/2026,always_positive,278727000000.0,reported,always_positive
BMP,2022,balance_sheet,bsa80,Vốn góp,Paid-in capital,818609000000.0,VND,818609000000.0,audited,7/27/2026,always_positive,818609000000.0,reported,always_positive
BMP,2022,balance_sheet,bsa81,Thặng dư vốn cổ phần,Share premium,1592782700.0,VND,1592782700.0,audited,7/27/2026,always_positive,1592782700.0,reported,always_positive
BMP,2022,balance_sheet,bsa82,Vốn khác,Owner's other capital,0.0,VND,0.0,audited,7/27/2026,always_positive,0.0,zero_reported,always_positive
BMP,2022,balance_sheet,bsa83,Cổ phiếu quỹ,Treasury shares,0.0,VND,0.0,audited,7/27/2026,contra_asset,0.0,zero_reported,contra_asset
BMP,2022,balance_sheet,bsa84,Chênh lệch đánh giá lại tài sản,Differences upon asset revaluation,0.0,VND,0.0,audited,7/27/2026,signed,0.0,zero_reported,signed
BMP,2022,balance_sheet,bsa85,Chênh lệch tỷ giá,Foreign exchange differences,0.0,VND,0.0,audited,7/27/2026,signed,0.0,zero_reported,signed
BMP,2022,balance_sheet,bsa86,Quỹ đầu tư và phát triển,Investment and development funds,1157260000000.0,VND,1157260000000.0,audited,7/27/2026,always_positive,1157260000000.0,reported,always_positive
BMP,2022,balance_sheet,bsa87,Quỹ dự phòng tài chính,Financial reserve funds,0.0,VND,0.0,audited,7/27/2026,always_positive,0.0,zero_reported,always_positive
BMP,2022,balance_sheet,bsa89,Quỹ khác,Other funds,44983552000.0,VND,44983552000.0,audited,7/27/2026,always_positive,44983552000.0,reported,always_positive
BMP,2022,balance_sheet,bsa9,Phải thu khách hàng,Trade accounts receivable,274800000000.0,VND,274800000000.0,audited,7/27/2026,always_positive,274800000000.0,reported,always_positive
BMP,2022,balance_sheet,bsa90,Lãi chưa phân phối,Undistributed earnings,598876000000.0,VND,598876000000.0,audited,7/27/2026,signed,598876000000.0,reported,signed
BMP,2022,balance_sheet,bsa91,Quỹ hỗ trợ sắp xếp doanh nghiệp,Enterprise arrangement fund,0.0,VND,0.0,audited,7/27/2026,always_positive,0.0,zero_reported,always_positive
BMP,2022,balance_sheet,bsa92,Vốn Ngân sách nhà nước và quỹ khác,Budget sources and other funds,0.0,VND,0.0,audited,7/27/2026,always_positive,0.0,zero_reported,always_positive
BMP,2022,balance_sheet,bsa93,"Quỹ khen thưởng, phúc lợi (trước 2010)",Bonus and welfare funds (Before 2010),0.0,VND,0.0,audited,7/27/2026,always_positive,0.0,zero_reported,always_positive
BMP,2022,balance_sheet,bsa94,Vốn ngân sách nhà nước và quỹ khác,Budget sources and other funds,0.0,VND,0.0,audited,7/27/2026,always_positive,0.0,zero_reported,always_positive
BMP,2022,balance_sheet,bsa95,Lợi ích của cổ đông thiểu số,Minority interests (Before 2015),0.0,VND,0.0,audited,7/27/2026,always_positive,0.0,zero_reported,always_positive
BMP,2022,balance_sheet,bsa96,Tổng cộng nguồn vốn,Total resource,3044790000000.0,VND,3044790000000.0,audited,7/27/2026,always_positive,3044790000000.0,reported,always_positive
BMP,2022,balance_sheet,bsb108,Đầu tư nắm giữ đến ngày đáo hạn,Held-to-maturity investment,965000000000.0,VND,965000000000.0,audited,7/27/2026,always_positive,965000000000.0,reported,always_positive
BMP,2022,balance_sheet,bsi141,Tài sản thiếu cần xử lý,Shortage of current assets waiting for solution,92641521.0,VND,92641521.0,audited,7/27/2026,always_positive,92641521.0,reported,always_positive
BMP,2022,balance_sheet,bss134,Vốn kinh doanh ở các đơn vị trực thuộc,Paid-in capital in wholly-owned subsidiaries,0.0,VND,0.0,audited,7/27/2026,always_positive,0.0,zero_reported,always_positive
BMP,2022,cash_flow,cfa1,Lợi nhuận/(lỗ) trước thuế,Net profit/(loss) before tax,871342000000.0,VND,871342000000.0,audited,7/27/2026,signed,871342000000.0,reported,signed
BMP,2022,cash_flow,cfa10,(Tăng)/giảm các khoản phải thu,(Increase)/decrease in receivables,-8529514742.0,VND,-8529514742.0,audited,7/27/2026,signed,-8529514742.0,reported,signed
BMP,2022,cash_flow,cfa103,Phân bổ lợi thế thương mại,Amortization of goodwill,0.0,VND,0.0,audited,7/27/2026,always_positive,0.0,zero_reported,always_positive
BMP,2022,cash_flow,cfa104,Các khoản điều chỉnh khác,Other adjustments,0.0,VND,0.0,audited,7/27/2026,signed,0.0,zero_reported,signed
BMP,2022,cash_flow,cfa105,(Tăng)/giảm chứng khoán kinh doanh,(Increase)/decrease in trading securities,0.0,VND,0.0,audited,7/27/2026,signed,0.0,zero_reported,signed
BMP,2022,cash_flow,cfa11,(Tăng)/giảm hàng tồn kho,(Increase)/decrease in inventories,35661036746.0,VND,35661036746.0,audited,7/27/2026,signed,35661036746.0,reported,signed
BMP,2022,cash_flow,cfa12,Tăng/(giảm) các khoản phải trả,Increase/(decrease) in payables,-49780961077.0,VND,-49780961077.0,audited,7/27/2026,signed,-49780961077.0,reported,signed
BMP,2022,cash_flow,cfa13,(Tăng)/giảm chi phí trả trước,(Increase)/decrease in prepaid expenses,-22779396625.0,VND,-22779396625.0,audited,7/27/2026,signed,-22779396625.0,reported,signed
BMP,2022,cash_flow,cfa14,Tiền lãi vay đã trả,Interest paid,-27578302.0,VND,-27578302.0,audited,7/27/2026,expense_negative,-27578302.0,reported,expense_negative
BMP,2022,cash_flow,cfa15,Thuế thu nhập doanh nghiệp đã nộp,Corporate Income Tax paid,-130875000000.0,VND,-130875000000.0,audited,7/27/2026,expense_negative,-130875000000.0,reported,expense_negative
BMP,2022,cash_flow,cfa16,Tiền thu khác từ hoạt động kinh doanh,Other receipts from operating activities,0.0,VND,0.0,audited,7/27/2026,always_positive,0.0,zero_reported,always_positive
BMP,2022,cash_flow,cfa17,Tiền chi khác cho hoạt động kinh doanh,Other payments on operating activities,-14413128630.0,VND,-14413128630.0,audited,7/27/2026,expense_negative,-14413128630.0,reported,expense_negative
BMP,2022,cash_flow,cfa18,Lưu chuyển tiền tệ ròng từ các hoạt động sản xuất kinh doanh,Net cash inflows/(outflows) from operating activities,799141000000.0,VND,799141000000.0,audited,7/27/2026,signed,799141000000.0,reported,signed
BMP,2022,cash_flow,cfa19,"Tiền chi để mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác",Purchases of fixed assets and other long term assets,-69983722708.0,VND,-69983722708.0,audited,7/27/2026,expense_negative,-69983722708.0,reported,expense_negative
BMP,2022,cash_flow,cfa2,Khấu hao TSCĐ và BĐSĐT,Depreciation and amortization,170147000000.0,VND,170147000000.0,audited,7/27/2026,always_positive,170147000000.0,reported,always_positive
BMP,2022,cash_flow,cfa20,"Tiền thu từ thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác",Proceeds from disposal of fixed assets,180391320.0,VND,180391320.0,audited,7/27/2026,always_positive,180391320.0,reported,always_positive
BMP,2022,cash_flow,cfa21,"Tiền chi cho vay, mua các công cụ nợ của đơn vị khác","Loans granted, purchases of debt instruments",-942000000000.0,VND,-942000000000.0,audited,7/27/2026,expense_negative,-942000000000.0,reported,expense_negative
BMP,2022,cash_flow,cfa22,"Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác","Collection of loans, proceeds from sales of debts instruments",817000000000.0,VND,817000000000.0,audited,7/27/2026,always_positive,817000000000.0,reported,always_positive
BMP,2022,cash_flow,cfa23,Tiền chi đầu tư góp vốn vào đơn vị khác,Investments in other entities,0.0,VND,0.0,audited,7/27/2026,expense_negative,0.0,zero_reported,expense_negative
BMP,2022,cash_flow,cfa24,Tiền thu hồi đầu tư góp vốn vào đơn vị khác,Proceeds from divestment in other entities,0.0,VND,0.0,audited,7/27/2026,always_positive,0.0,zero_reported,always_positive
BMP,2022,cash_flow,cfa25,"Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",Dividends and interest received,50002211049.0,VND,50002211049.0,audited,7/27/2026,signed,50002211049.0,reported,signed
BMP,2022,cash_flow,cfa26,Lưu chuyển tiền thuần từ hoạt động đầu tư,Net cash inflows/(outflows) from investing activities,-144801000000.0,VND,-144801000000.0,audited,7/27/2026,signed,-144801000000.0,reported,signed
BMP,2022,cash_flow,cfa27,"Tiền thu từ phát hành cổ phiếu, nhận vốn góp của chủ sở hữu",Proceeds from issue of shares,0.0,VND,0.0,audited,7/27/2026,always_positive,0.0,zero_reported,always_positive
BMP,2022,cash_flow,cfa28,"Tiền chi trả vốn góp cho các chủ sở hữu, mua lại cổ phiếu của doanh nghiệp đã phát hành",Payments for share returns and repurchases,0.0,VND,0.0,audited,7/27/2026,expense_negative,0.0,zero_reported,expense_negative
BMP,2022,cash_flow,cfa29,Tiền thu được các khoản đi vay,Proceeds from loans,1320000000.0,VND,1320000000.0,audited,7/27/2026,always_positive,1320000000.0,reported,always_positive
BMP,2022,cash_flow,cfa3,Chi phí dự phòng,Provisions,-2869463509.0,VND,-2869463509.0,audited,7/27/2026,signed,-2869463509.0,reported,signed
BMP,2022,cash_flow,cfa30,Tiền trả nợ gốc vay,Repayment of loans,-3434254298.0,VND,-3434254298.0,audited,7/27/2026,expense_negative,-3434254298.0,reported,expense_negative
BMP,2022,cash_flow,cfa31,Tiền trả nợ gốc thuê tài chính,Finance lease principal payments,0.0,VND,0.0,audited,7/27/2026,expense_negative,0.0,zero_reported,expense_negative
BMP,2022,cash_flow,cfa32,"Cổ tức, lợi nhuận đã trả cho chủ sở hữu",Dividends paid,-466607000000.0,VND,-466607000000.0,audited,7/27/2026,signed,-466607000000.0,reported,signed
BMP,2022,cash_flow,cfa33,Tiền lãi đã nhận,"Interests, dividends, profits received",0.0,VND,0.0,audited,7/27/2026,always_positive,0.0,zero_reported,always_positive
